Cell Cgi,Cell Tower Location,Comm Identifier,Comm Timedate String,Comm Type,Latitude,Longitude
505010152532C,FAIRLIGHT 137 SYDNEY RD,,12/26/14 22:42,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,12/26/14 22:45,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,12/26/14 22:45,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,12/26/14 22:46,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,12/27/14 1:56,Internet,-33.79661,151.27756
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 8:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 8:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 8:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 8:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 8:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 9:14,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 9:16,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 9:16,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 9:19,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 11:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 11:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 11:58,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/27/14 12:06,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/27/14 12:06,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 12:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 12:13,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 12:13,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH HAYES ST,a24a4646d074a779b45b34b943a47bf33168f791,12/27/14 12:43,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 12:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 12:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 12:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 12:58,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:03,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:03,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH HAYES ST,12e3d1b0c95aa32b6890c4455918dfc10e09fb51,12/27/14 13:04,Phone,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:05,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:31,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:31,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:35,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:37,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:37,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH HAYES ST,a24a4646d074a779b45b34b943a47bf33168f791,12/27/14 13:41,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:47,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:47,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 13:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,a24a4646d074a779b45b34b943a47bf33168f791,12/27/14 14:04,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 14:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 14:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 14:15,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 15:24,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 15:39,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 15:39,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 15:39,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/27/14 19:04,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/27/14 19:04,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,c20d10fed2182b6bdbe1c1d8583054cf86bac113,12/27/14 19:04,Phone,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 19:06,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/27/14 19:09,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/27/14 19:09,Internet,-33.779333,151.276901
5.05E+12,MANLY #,,12/27/14 19:36,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,12/27/14 19:36,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,12/27/14 19:36,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,12/27/14 19:36,Internet,-33.796679,151.285293
5.05E+12,MANLY #,a804558e420ececf05faedf05722704a115f1b50,12/27/14 19:36,Phone,-33.796679,151.285293
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 19:37,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 22:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 22:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 22:37,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:03,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:03,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:04,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:11,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:11,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:11,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:11,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:11,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:13,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:13,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:13,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:31,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:31,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:32,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:32,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:32,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:32,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:34,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:34,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:35,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:36,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:36,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/27/14 23:51,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:01,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:01,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 0:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 1:07,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 1:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 1:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 1:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 1:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 1:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:30,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:30,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:30,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 2:40,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 2:40,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:41,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:41,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:41,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:41,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:52,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 2:52,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 2:52,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 2:53,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:14,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:14,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:43,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 3:43,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 3:43,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:45,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 3:46,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 3:46,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:49,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:49,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:49,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:49,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 3:49,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 3:49,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 4:40,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 4:40,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 4:40,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 4:41,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 4:51,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 4:51,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 5:21,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 5:21,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 5:21,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 7:40,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 7:41,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 7:41,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 7:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 7:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 7:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 8:04,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 8:04,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/28/14 8:04,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 8:07,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 8:24,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 8:24,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 8:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 8:58,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 8:58,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 9:01,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 13:25,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,12/28/14 14:17,Internet,-33.793648,151.263934
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,12/28/14 14:17,Internet,-33.793648,151.263934
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:39,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:43,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:50,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:50,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 14:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 15:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 15:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 15:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 15:17,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 15:17,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 15:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,a24a4646d074a779b45b34b943a47bf33168f791,12/28/14 18:33,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,a24a4646d074a779b45b34b943a47bf33168f791,12/28/14 18:33,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,a24a4646d074a779b45b34b943a47bf33168f791,12/28/14 18:33,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,a24a4646d074a779b45b34b943a47bf33168f791,12/28/14 18:34,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 19:57,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 20:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 20:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 20:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 21:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 21:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 21:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 22:04,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 22:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 22:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 22:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/28/14 22:58,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 1:18,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 1:18,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 1:35,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 1:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 1:56,Internet,-33.78815,151.26654
5050101532B23,CHIPPENDALE,,12/29/14 4:52,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/29/14 8:47,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/29/14 8:47,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/29/14 8:47,Internet,-33.88417103,151.20235
505010153744F,CHINATOWN,,12/29/14 8:48,Internet,-33.87829,151.20345
5050101532B23,CHIPPENDALE,,12/29/14 9:37,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/29/14 9:37,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,12/29/14 9:40,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,12/29/14 9:40,Internet,-33.88032891,151.2056904
505010152046F,BALGOWLAH TE,,12/29/14 9:51,Internet,-33.79345,151.2631
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,12/29/14 10:43,Internet,-33.793648,151.263934
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,12/29/14 10:43,Internet,-33.793648,151.263934
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 10:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 10:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 10:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 10:59,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/29/14 13:15,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/29/14 13:15,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:18,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:21,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/29/14 13:21,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:28,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/29/14 13:28,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:32,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:34,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:34,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:34,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 13:35,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,e16514aa8bdc83ba0976bca8a1dc20c9b391dbe6,12/29/14 15:54,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 17:56,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,12/29/14 18:41,Internet,-33.793648,151.263934
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,12/29/14 18:41,Internet,-33.793648,151.263934
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 18:50,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:30,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:30,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:30,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:31,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:50,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:50,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 19:54,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 20:03,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,12/29/14 20:03,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,12/29/14 20:03,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 20:39,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 20:39,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 20:40,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 21:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 21:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 21:35,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 21:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 21:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/29/14 22:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,12/30/14 2:28,Internet,-33.78815,151.26654
5050101532B23,CHIPPENDALE,,12/30/14 4:23,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,12/30/14 4:51,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,12/30/14 4:51,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,12/30/14 7:19,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,12/30/14 7:19,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,12/30/14 7:29,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/30/14 7:29,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/30/14 7:58,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/30/14 7:58,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/30/14 8:15,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,12/30/14 8:15,Internet,-33.88417103,151.20235
